fact_id,dataset_id,record_id,yearbook_year,statistical_year_start,statistical_year_end,institution,topic,dimension_label,metric,metric_path,numeric_value,text_value,value_kind,unit,source_row,source_column,quality_flag
fact_1343f9ba79314ef0126bcedc,dataset_f4cfc5945e70100ba3e6ea62,record_000720011028b83f87c0e6e6,2019,2018,2018,其他,other,4地级市,合计,县 级/合计,23,23,number,,36,5,auto_extracted;year_inferred
fact_72a215d495ed76b7831564f3,dataset_f4cfc5945e70100ba3e6ea62,record_000720011028b83f87c0e6e6,2019,2018,2018,其他,other,8市辖区 5县级市 4 县 6自治县,合计,乡 级/合计,218,218,number,,36,7,auto_extracted;year_inferred
fact_55c7bcd3a53a988ec5981247,dataset_f4cfc5945e70100ba3e6ea62,record_000720011028b83f87c0e6e6,2019,2018,2018,其他,other,175镇 21乡 22街道,人口 (万人),人口 (万人),902,902,number,万人,36,9,auto_extracted;year_inferred
fact_85958d7040ada84c92827126,dataset_f4cfc5945e70100ba3e6ea62,record_54882047ce8b43826dea4066,2019,2018,2018,其他,other,重 庆 市,合计,县 级/合计,38,38,number,,37,5,auto_extracted;year_inferred
fact_52c159c24e85c32332c489b2,dataset_f4cfc5945e70100ba3e6ea62,record_54882047ce8b43826dea4066,2019,2018,2018,其他,other,26市辖区 8 县 4自治县,合计,乡 级/合计,1030,1030,number,,37,7,auto_extracted;year_inferred
fact_6c9fb3ab5550533db3a8794b,dataset_f4cfc5945e70100ba3e6ea62,record_54882047ce8b43826dea4066,2019,2018,2018,其他,other,627镇 163乡 14民族乡 226街道,人口 (万人),人口 (万人),3343,3343,number,万人,37,9,auto_extracted;year_inferred
fact_fbcc484be90c30e1b2100eb0,dataset_f4cfc5945e70100ba3e6ea62,record_adf7612fd5fb93e3ebf3947c,2019,2018,2018,其他,other,四 川 省,合计,地 级/合计,21,21,number,,38,3,auto_extracted;year_inferred
fact_20ae00582b7487a0f648c4d9,dataset_f4cfc5945e70100ba3e6ea62,record_adf7612fd5fb93e3ebf3947c,2019,2018,2018,其他,other,18地级市 3自治州,合计,县 级/合计,183,183,number,,38,5,auto_extracted;year_inferred
fact_45044080a40d8ca781b49537,dataset_f4cfc5945e70100ba3e6ea62,record_adf7612fd5fb93e3ebf3947c,2019,2018,2018,其他,other,54市辖区 17县级市 108 县 4自治县,合计,乡 级/合计,4612,4612,number,,38,7,auto_extracted;year_inferred
fact_fb88510bddf1f51b50b7c3d6,dataset_f4cfc5945e70100ba3e6ea62,record_adf7612fd5fb93e3ebf3947c,2019,2018,2018,其他,other,2 232 镇 1 929 乡 98民族乡 353街道,人口 (万人),人口 (万人),9097,9097,number,万人,38,9,auto_extracted;year_inferred
fact_8f7a8e088cf80e1c2d6b59f5,dataset_f4cfc5945e70100ba3e6ea62,record_a60587d996a1abd7a6a7878f,2019,2018,2018,其他,other,贵 州 省,合计,地 级/合计,9,9,number,,39,3,auto_extracted;year_inferred
fact_3773c6ed02547f55722b1ab4,dataset_f4cfc5945e70100ba3e6ea62,record_a60587d996a1abd7a6a7878f,2019,2018,2018,其他,other,6地级市 3自治州,合计,县 级/合计,88,88,number,,39,5,auto_extracted;year_inferred
fact_3f08694a5e641d9875222fba,dataset_f4cfc5945e70100ba3e6ea62,record_a60587d996a1abd7a6a7878f,2019,2018,2018,其他,other,15市辖区 9县级市 52 县 11自治县 1特 区,合计,乡 级/合计,1381,1381,number,,39,7,auto_extracted;year_inferred
fact_48d8ea857b7edc82b3ca0b4a,dataset_f4cfc5945e70100ba3e6ea62,record_a60587d996a1abd7a6a7878f,2019,2018,2018,其他,other,837镇 124乡 193民族乡 227街道,人口 (万人),人口 (万人),4134,4134,number,万人,39,9,auto_extracted;year_inferred
fact_3aad5fa477400fff3fc6020d,dataset_f4cfc5945e70100ba3e6ea62,record_8121e0e30089e20adad2b709,2019,2018,2018,其他,other,云 南 省,合计,地 级/合计,16,16,number,,40,3,auto_extracted;year_inferred
fact_19b3857c08859f2957285fdd,dataset_f4cfc5945e70100ba3e6ea62,record_8121e0e30089e20adad2b709,2019,2018,2018,其他,other,8地级市 8自治州,合计,县 级/合计,129,129,number,,40,5,auto_extracted;year_inferred
fact_aa89f82f9601f9bfbee201c1,dataset_f4cfc5945e70100ba3e6ea62,record_8121e0e30089e20adad2b709,2019,2018,2018,其他,other,17市辖区 16县级市 67 县 29自治县,合计,乡 级/合计,1400,1400,number,,40,7,auto_extracted;year_inferred
fact_e9e46b59a691486ae1563d2c,dataset_f4cfc5945e70100ba3e6ea62,record_8121e0e30089e20adad2b709,2019,2018,2018,其他,other,682镇 403乡 140民族乡 175街道,人口 (万人),人口 (万人),4576,4576,number,万人,40,9,auto_extracted;year_inferred
fact_2b6388ce193b784175224427,dataset_f4cfc5945e70100ba3e6ea62,record_3f1c4348dc4fe2ff5fdaffb6,2019,2018,2018,其他,other,西藏自治区,合计,地 级/合计,7,7,number,,41,3,auto_extracted;year_inferred
fact_f32b469846c30057240a2ad4,dataset_f4cfc5945e70100ba3e6ea62,record_3f1c4348dc4fe2ff5fdaffb6,2019,2018,2018,其他,other,6地级市 1地 区,合计,县 级/合计,74,74,number,,41,5,auto_extracted;year_inferred
fact_bd5063fd4ca92110da0d01d4,dataset_f4cfc5945e70100ba3e6ea62,record_3f1c4348dc4fe2ff5fdaffb6,2019,2018,2018,其他,other,8市辖区 66 县,合计,乡 级/合计,697,697,number,,41,7,auto_extracted;year_inferred
fact_a39d0bad9d43a9d4f2405515,dataset_f4cfc5945e70100ba3e6ea62,record_3f1c4348dc4fe2ff5fdaffb6,2019,2018,2018,其他,other,138镇 530乡 9民族乡 20街道,人口 (万人),人口 (万人),310,310,number,万人,41,9,auto_extracted;year_inferred
fact_9dcfb65483fbb0879d80ba9a,dataset_f4cfc5945e70100ba3e6ea62,record_e61fe5c91bc905287783e482,2019,2018,2018,其他,other,陕 西 省,合计,地 级/合计,10,10,number,,47,3,auto_extracted;year_inferred
fact_b9a3b17d26a4cd9c4790c4a1,dataset_f4cfc5945e70100ba3e6ea62,record_e61fe5c91bc905287783e482,2019,2018,2018,其他,other,10地级市,合计,县 级/合计,107,107,number,,47,5,auto_extracted;year_inferred
fact_ec2014e7b748fafd720e5c35,dataset_f4cfc5945e70100ba3e6ea62,record_e61fe5c91bc905287783e482,2019,2018,2018,其他,other,30市辖区 5县级市 72 县,合计,乡 级/合计,1311,1311,number,,47,7,auto_extracted;year_inferred
fact_72164f45f321c3de498cbaeb,dataset_f4cfc5945e70100ba3e6ea62,record_e61fe5c91bc905287783e482,2019,2018,2018,其他,other,975镇 21乡 315街道,人口 (万人),人口 (万人),3926,3926,number,万人,47,9,auto_extracted;year_inferred
fact_f89dfc3f5d61488f57769143,dataset_f4cfc5945e70100ba3e6ea62,record_476884dd795449cbef0c412a,2019,2018,2018,其他,other,甘 肃 省,合计,地 级/合计,14,14,number,,48,3,auto_extracted;year_inferred
fact_8ba220514b198a96134d8131,dataset_f4cfc5945e70100ba3e6ea62,record_476884dd795449cbef0c412a,2019,2018,2018,其他,other,12地级市 2自治州,合计,县 级/合计,86,86,number,,48,5,auto_extracted;year_inferred
fact_c57d5d3c933d324e7698074d,dataset_f4cfc5945e70100ba3e6ea62,record_476884dd795449cbef0c412a,2019,2018,2018,其他,other,17市辖区 5县级市 57 县 7自治县,合计,乡 级/合计,1355,1355,number,,48,7,auto_extracted;year_inferred
fact_857354b1b80fdab45287e313,dataset_f4cfc5945e70100ba3e6ea62,record_476884dd795449cbef0c412a,2019,2018,2018,其他,other,886镇 331乡 32民族乡 126街道,人口 (万人),人口 (万人),2713,2713,number,万人,48,9,auto_extracted;year_inferred
fact_9e1a072d070ea3d14520f561,dataset_f4cfc5945e70100ba3e6ea62,record_dbd092afa8e36e8119e25309,2019,2018,2018,其他,other,青 海 省,合计,地 级/合计,8,8,number,,49,3,auto_extracted;year_inferred
fact_138053e57dfba4a44a9f8428,dataset_f4cfc5945e70100ba3e6ea62,record_dbd092afa8e36e8119e25309,2019,2018,2018,其他,other,2地级市 6自治州,合计,县 级/合计,44,44,number,,49,5,auto_extracted;year_inferred
fact_dd67e980b18666a2a15331ce,dataset_f4cfc5945e70100ba3e6ea62,record_dbd092afa8e36e8119e25309,2019,2018,2018,其他,other,6市辖区 4县级市 27 县 7自治县,合计,乡 级/合计,403,403,number,,49,7,auto_extracted;year_inferred
fact_6b71cbc50cbaec3bd7336346,dataset_f4cfc5945e70100ba3e6ea62,record_dbd092afa8e36e8119e25309,2019,2018,2018,其他,other,143镇 195乡 28民族乡 37街道,人口 (万人),人口 (万人),566,566,number,万人,49,9,auto_extracted;year_inferred
fact_103ff284d58d1aaef923a490,dataset_f4cfc5945e70100ba3e6ea62,record_c6deada211d6160b15866886,2019,2018,2018,其他,other,宁夏回族自治区,合计,地 级/合计,5,5,number,,50,3,auto_extracted;year_inferred
fact_5b270ab0774e80f220b65016,dataset_f4cfc5945e70100ba3e6ea62,record_c6deada211d6160b15866886,2019,2018,2018,其他,other,5地级市,合计,县 级/合计,22,22,number,,50,5,auto_extracted;year_inferred
fact_8899209f78bc03e35c58eb25,dataset_f4cfc5945e70100ba3e6ea62,record_c6deada211d6160b15866886,2019,2018,2018,其他,other,9市辖区 2县级市 11 县,合计,乡 级/合计,240,240,number,,50,7,auto_extracted;year_inferred
fact_76edbdcd9750852e9224114a,dataset_f4cfc5945e70100ba3e6ea62,record_c6deada211d6160b15866886,2019,2018,2018,其他,other,103镇 90乡 47街道,人口 (万人),人口 (万人),659,659,number,万人,50,9,auto_extracted;year_inferred
fact_ff9195b54cb0a4e4827256ce,dataset_f4cfc5945e70100ba3e6ea62,record_0b3e7e610b6a33a2df894053,2019,2018,2018,其他,other,新疆维吾尔自治区,合计,地 级/合计,14,14,number,,51,3,auto_extracted;year_inferred
fact_62d3df2a018f75e19ae730d6,dataset_f4cfc5945e70100ba3e6ea62,record_0b3e7e610b6a33a2df894053,2019,2018,2018,其他,other,4地级市 5地 区 5自治州,合计,县 级/合计,105,105,number,,51,5,auto_extracted;year_inferred
fact_8fade5b66c90d0730521ed07,dataset_f4cfc5945e70100ba3e6ea62,record_0b3e7e610b6a33a2df894053,2019,2018,2018,其他,other,13市辖区 24县级市 62 县 6自治县,合计,乡 级/合计,1076,1076,number,,51,7,auto_extracted;year_inferred
fact_390a326133982eea4c2d5402,dataset_f4cfc5945e70100ba3e6ea62,record_0b3e7e610b6a33a2df894053,2019,2018,2018,其他,other,1区公所 386镇 447乡 42民族乡 200街道,人口 (万人),人口 (万人),2226,2226,number,万人,51,9,auto_extracted;year_inferred
fact_c2802db8e66afc451f0e2897,dataset_f4cfc5945e70100ba3e6ea62,record_c57fe724c3211e1bf999db1f,2019,2018,2018,其他,other,香港特别行政区,人口 (万人),人口 (万人),718.8,718.8,number,万人,52,9,auto_extracted;year_inferred
fact_762623cf48a91c679ea5448e,dataset_f4cfc5945e70100ba3e6ea62,record_c57fe724c3211e1bf999db1f,2019,2018,2018,其他,other,香港特别行政区,面积 (万平方千米),面积 (万平方千米),0.1104,0.110 4,number,万平方千米,52,10,auto_extracted;year_inferred
fact_08d7bc86961fdaa0e1fa5517,dataset_f4cfc5945e70100ba3e6ea62,record_90e26aaca50f1eaf1a102094,2019,2018,2018,其他,other,澳门特别行政区,人口 (万人),人口 (万人),59.2,59.2,number,万人,53,9,auto_extracted;year_inferred
fact_b7045f59b39db6cbb6a09621,dataset_f4cfc5945e70100ba3e6ea62,record_90e26aaca50f1eaf1a102094,2019,2018,2018,其他,other,澳门特别行政区,面积 (万平方千米),面积 (万平方千米),0.0029,0.002 9,number,万平方千米,53,10,auto_extracted;year_inferred
fact_6bc228d1dcf3b55d2b64f0b1,dataset_b7dd1a1bc7f00cc2bd533c89,record_65461fdab0b8ace3c2870228,2019,2018,2018,人民检察院,procuratorate,合 计,机 构 数,机 构 数,3646,3646,number,个,5,4,auto_extracted;year_inferred
fact_d922004d6c5e9419eddf058d,dataset_b7dd1a1bc7f00cc2bd533c89,record_069b77ce49c5b583ad028ce7,2019,2018,2018,人民检察院,procuratorate,最高人民检察院,机 构 数,机 构 数,1,1,number,个,6,4,auto_extracted;year_inferred
fact_b8b2e67525af04279ff3060a,dataset_b7dd1a1bc7f00cc2bd533c89,record_dad2041a99c10df7d6141755,2019,2018,2018,人民检察院,procuratorate,省级检察院,机 构 数,机 构 数,33,33,number,个,7,4,auto_extracted;year_inferred
fact_6fcf5ae6328d5cef70914923,dataset_b7dd1a1bc7f00cc2bd533c89,record_8fedc7b84ff7bc453fd498c2,2019,2018,2018,人民检察院,procuratorate,小计,机 构 数,机 构 数,398,398,number,个,8,4,auto_extracted;year_inferred
fact_032278477e61a5b6dde5223c,dataset_b7dd1a1bc7f00cc2bd533c89,record_699ca5f4be252419b918d9ca,2019,2018,2018,人民检察院,procuratorate,地方分、盟检察院,机 构 数,机 构 数,33,33,number,个,9,4,auto_extracted;year_inferred
fact_5b548c9c098f7b5df86382f2,dataset_b7dd1a1bc7f00cc2bd533c89,record_1f152da917d1dd2da7718be0,2019,2018,2018,人民检察院,procuratorate,自治州检察院,机 构 数,机 构 数,30,30,number,个,10,4,auto_extracted;year_inferred
fact_d327d13b07e0d0a44c7e11ad,dataset_b7dd1a1bc7f00cc2bd533c89,record_45e1803f0cf8301f3c695a3f,2019,2018,2018,人民检察院,procuratorate,地级市检察院,机 构 数,机 构 数,288,288,number,个,11,4,auto_extracted;year_inferred
fact_51f76ad990b38d020d0c8576,dataset_b7dd1a1bc7f00cc2bd533c89,record_4b8e1b87c1e65853cce60698,2019,2018,2018,人民检察院,procuratorate,军事检察分院,机 构 数,机 构 数,7,7,number,个,12,4,auto_extracted;year_inferred
fact_2ec52171b2789550d91851c3,dataset_b7dd1a1bc7f00cc2bd533c89,record_50b1ec75b06a4babcfbb017f,2019,2018,2018,人民检察院,procuratorate,分计,机 构 数,机 构 数,40,40,number,个,13,4,auto_extracted;year_inferred
fact_1dc4d4bf54a3ba1f05fdfd90,dataset_b7dd1a1bc7f00cc2bd533c89,record_be00a2d889f6ede81682c526,2019,2018,2018,人民检察院,procuratorate,铁路运输检察分院,机 构 数,机 构 数,16,16,number,个,14,4,auto_extracted;year_inferred
fact_b5d681f1a95fbfbb3a385510,dataset_b7dd1a1bc7f00cc2bd533c89,record_7af3b97df3c51de2c00b825e,2019,2018,2018,人民检察院,procuratorate,农垦检察分院,机 构 数,机 构 数,14,14,number,个,15,4,auto_extracted;year_inferred
fact_1b5ea0ec72c11f621d79b52a,dataset_b7dd1a1bc7f00cc2bd533c89,record_1d2357e86c0021e1d8764312,2019,2018,2018,人民检察院,procuratorate,林业检察分院,机 构 数,机 构 数,4,4,number,个,16,4,auto_extracted;year_inferred
fact_d9fe20a32702d2de9b315358,dataset_b7dd1a1bc7f00cc2bd533c89,record_8ac48402c96b21ae1b462afa,2019,2018,2018,人民检察院,procuratorate,监狱检察分院,机 构 数,机 构 数,2,2,number,个,17,4,auto_extracted;year_inferred
fact_503e7e2796611c66e5e43d85,dataset_b7dd1a1bc7f00cc2bd533c89,record_474e8ecfcc8f8454cb8e2fca,2019,2018,2018,人民检察院,procuratorate,油田检察分院,机 构 数,机 构 数,1,1,number,个,18,4,auto_extracted;year_inferred
fact_a42fb6c847993e0ad1d3a442,dataset_b7dd1a1bc7f00cc2bd533c89,record_4bc747fdc4e266499bef38eb,2019,2018,2018,人民检察院,procuratorate,其他派出检察分院,机 构 数,机 构 数,3,3,number,个,19,4,auto_extracted;year_inferred
fact_3aa5ce42c6003b666290174e,dataset_b7dd1a1bc7f00cc2bd533c89,record_62429eb3a4fe6bf4740f1e1f,2019,2018,2018,人民检察院,procuratorate,小计,机 构 数,机 构 数,3214,3214,number,个,20,4,auto_extracted;year_inferred
fact_3031b9a2df4403b9bca62dbf,dataset_b7dd1a1bc7f00cc2bd533c89,record_925df4c93501ed8ff015f992,2019,2018,2018,人民检察院,procuratorate,县、旗检察院,机 构 数,机 构 数,1395,1395,number,个,21,4,auto_extracted;year_inferred
fact_2c30ebf589a4b447bf564e5f,dataset_b7dd1a1bc7f00cc2bd533c89,record_0375e92922fb113f945d6fcc,2019,2018,2018,人民检察院,procuratorate,县级市检察院,机 构 数,机 构 数,369,369,number,个,22,4,auto_extracted;year_inferred
fact_9c17e0b3ec6d3c04cc5ae3e0,dataset_b7dd1a1bc7f00cc2bd533c89,record_146597a30800b9d78da91160,2019,2018,2018,人民检察院,procuratorate,市辖区检察院,机 构 数,机 构 数,980,980,number,个,23,4,auto_extracted;year_inferred
fact_80dde91b777212aeb7329ad1,dataset_b7dd1a1bc7f00cc2bd533c89,record_bbc74c13e78a01cb3cc6c450,2019,2018,2018,人民检察院,procuratorate,自治县、旗检察院,机 构 数,机 构 数,106,106,number,个,24,4,auto_extracted;year_inferred
fact_0d0f1b7531d6f6537864c4aa,dataset_b7dd1a1bc7f00cc2bd533c89,record_8c0fcf8ecd3077c9307b5552,2019,2018,2018,人民检察院,procuratorate,基层军事检察院,机 构 数,机 构 数,26,26,number,个,25,4,auto_extracted;year_inferred
fact_3d67cc2e99b9890f52281bf5,dataset_b7dd1a1bc7f00cc2bd533c89,record_6507e0431169f476571412ce,2019,2018,2018,人民检察院,procuratorate,分计,机 构 数,机 构 数,338,338,number,个,26,4,auto_extracted;year_inferred
fact_8233a51a77a52b99de1a7357,dataset_b7dd1a1bc7f00cc2bd533c89,record_1f1c08c415fbe346bf954fa0,2019,2018,2018,人民检察院,procuratorate,基层铁路运输检察院,机 构 数,机 构 数,60,60,number,个,27,4,auto_extracted;year_inferred
fact_7bf1c8b6893244c02285e483,dataset_b7dd1a1bc7f00cc2bd533c89,record_cf072a4c09b4ef01dde31e81,2019,2018,2018,人民检察院,procuratorate,基层农垦检察院,机 构 数,机 构 数,42,42,number,个,28,4,auto_extracted;year_inferred
fact_22ef761759d32508f5f2859a,dataset_b7dd1a1bc7f00cc2bd533c89,record_4845603ba882b6592e2b41bd,2019,2018,2018,人民检察院,procuratorate,基层林业检察院,机 构 数,机 构 数,49,49,number,个,29,4,auto_extracted;year_inferred
fact_e27cbedc8abd7181e93c8529,dataset_b7dd1a1bc7f00cc2bd533c89,record_6078db28b0dc8e79323c8353,2019,2018,2018,人民检察院,procuratorate,基层监狱检察院,机 构 数,机 构 数,90,90,number,个,30,4,auto_extracted;year_inferred
fact_d34a746647518c00cbb325c9,dataset_b7dd1a1bc7f00cc2bd533c89,record_2cc45531c5f02de156db0adf,2019,2018,2018,人民检察院,procuratorate,基层工矿检察院,机 构 数,机 构 数,4,4,number,个,31,4,auto_extracted;year_inferred
fact_5403c08cce915d14af4f01bd,dataset_b7dd1a1bc7f00cc2bd533c89,record_64c3d8fc6406a18354d33644,2019,2018,2018,人民检察院,procuratorate,基层油田检察院,机 构 数,机 构 数,1,1,number,个,32,4,auto_extracted;year_inferred
fact_82a7045b27e7e735f4b822f9,dataset_b7dd1a1bc7f00cc2bd533c89,record_302a566171fa37d44f8874e2,2019,2018,2018,人民检察院,procuratorate,基层开发区检察院,机 构 数,机 构 数,79,79,number,个,33,4,auto_extracted;year_inferred
fact_af99080edf8cd6f61c6d499d,dataset_b7dd1a1bc7f00cc2bd533c89,record_14866bf29246601ce6f5fdf1,2019,2018,2018,人民检察院,procuratorate,其他派出基层检察院,机 构 数,机 构 数,13,13,number,个,34,4,auto_extracted;year_inferred
fact_2dd983610bcd63e874ab1b80,dataset_a825cebf7de973ac5b2ea360,record_f55d288ceacca403df7bf4cf,2019,2018,2018,行政复议机关,administrative_reconsideration,广东,数 量,数 量,31395,31395,number,,3,2,auto_extracted;year_inferred
fact_923c608efa9398ea6e685bad,dataset_a825cebf7de973ac5b2ea360,record_f55d288ceacca403df7bf4cf,2019,2018,2018,行政复议机关,administrative_reconsideration,安徽,数 量,数 量,7054,7054,number,,3,4,auto_extracted;year_inferred
fact_c78c4a15d7809a56aacf0a72,dataset_a825cebf7de973ac5b2ea360,record_f55d288ceacca403df7bf4cf,2019,2018,2018,行政复议机关,administrative_reconsideration,贵州,数 量,数 量,4289,4289,number,,3,6,auto_extracted;year_inferred
fact_ca38d97b2972cab4282ac9d2,dataset_a825cebf7de973ac5b2ea360,record_f55d288ceacca403df7bf4cf,2019,2018,2018,行政复议机关,administrative_reconsideration,甘肃,数量,数量,1889,1889,number,,3,8,auto_extracted;year_inferred
fact_fcbd8cb36ec5463cb9b163a1,dataset_a825cebf7de973ac5b2ea360,record_a7d007c9ed903904be0c91f7,2019,2018,2018,行政复议机关,administrative_reconsideration,辽宁,数 量,数 量,23324,23324,number,,4,2,auto_extracted;year_inferred
fact_9007b3cbe7788b7337544c09,dataset_a825cebf7de973ac5b2ea360,record_a7d007c9ed903904be0c91f7,2019,2018,2018,行政复议机关,administrative_reconsideration,北京,数 量,数 量,6845,6845,number,,4,4,auto_extracted;year_inferred
fact_e3b45bff78b2498e69e336a0,dataset_a825cebf7de973ac5b2ea360,record_a7d007c9ed903904be0c91f7,2019,2018,2018,行政复议机关,administrative_reconsideration,陕西,数 量,数 量,3933,3933,number,,4,6,auto_extracted;year_inferred
fact_5f005ee1fdb8c6eea27be135,dataset_a825cebf7de973ac5b2ea360,record_a7d007c9ed903904be0c91f7,2019,2018,2018,行政复议机关,administrative_reconsideration,海南,数量,数量,1576,1576,number,,4,8,auto_extracted;year_inferred
fact_387f9e63808ac564f68a3fb1,dataset_a825cebf7de973ac5b2ea360,record_a0653a5d0fe6545ea14c5bef,2019,2018,2018,行政复议机关,administrative_reconsideration,河南,数 量,数 量,16871,16871,number,,5,2,auto_extracted;year_inferred
fact_7a28dd923bc101a607fce2f9,dataset_a825cebf7de973ac5b2ea360,record_a0653a5d0fe6545ea14c5bef,2019,2018,2018,行政复议机关,administrative_reconsideration,河北,数 量,数 量,6560,6560,number,,5,4,auto_extracted;year_inferred
fact_ea86876819d2a589b4b66137,dataset_a825cebf7de973ac5b2ea360,record_a0653a5d0fe6545ea14c5bef,2019,2018,2018,行政复议机关,administrative_reconsideration,江西,数 量,数 量,3928,3928,number,,5,6,auto_extracted;year_inferred
fact_94465c1bba61549396de84b5,dataset_a825cebf7de973ac5b2ea360,record_a0653a5d0fe6545ea14c5bef,2019,2018,2018,行政复议机关,administrative_reconsideration,云南,数量,数量,1306,1306,number,,5,8,auto_extracted;year_inferred
